Order_ID,Month,City,Area,Restaurant,Food_Category,Item_Name,Quantity,Unit_Price,Discount,Delivery_Fee,Subtotal,Total_Amount,Cost,Profit,Meal_Time,Order_Status,Payment_Method,Rating
ORD-2532,Oct,Lahore,Clifton,Charcoal Grill,Biryani,Beef Biryani,3,398,0.0,99,1194,1293,657,636,Lunch,Delivered,EasyPaisa,4.0
ORD-2533,Oct,Lahore,DHA,Hussain Chowk Paye,Biryani,Mutton Biryani,4,343,0.0,99,1372,1471,755,716,Late Night,Cancelled,Cash on Delivery,
ORD-2534,Oct,Lahore,DHA,Charcoal Grill,Karahi,Beef Karahi,1,808,0.0,99,808,907,444,463,Lunch,Delivered,JazzCash,3.5
ORD-2535,Oct,Lahore,Bahria Town,Andaaz,Shawarma,Beef Shawarma,5,274,0.2,0,1370,1096,754,342,Late Night,Delivered,Debit Card,3.0
ORD-2536,Oct,Lahore,DHA,Charcoal Grill,Dessert,Kheer,1,225,0.0,49,225,274,124,150,Breakfast,Delivered,Debit Card,5.0
ORD-2537,Oct,Lahore,Cantt,Salt'n Pepper,Biryani,Prawn Biryani,2,445,0.0,49,890,939,490,449,Lunch,Delivered,EasyPaisa,4.5
ORD-2538,Oct,Lahore,Bahria Town,Yum! Lahore,Dessert,Kheer,5,258,0.15,99,1290,1196,710,486,Late Night,Delivered,JazzCash,5.0
ORD-2539,Oct,Lahore,Wapda Town,Spice Bazaar,Karahi,Mutton Karahi,1,1064,0.0,99,1064,1163,585,578,Late Night,Cancelled,JazzCash,
ORD-2540,Oct,Lahore,Garden Town,Andaaz,Karahi,Mutton Karahi,1,948,0.2,49,948,807,521,286,Late Night,Delivered,Cash on Delivery,5.0
ORD-2541,Oct,Lahore,Gulberg,Cafe Aylanto,Nihari,Nalli Nihari,2,485,0.0,0,970,970,534,436,Breakfast,Delivered,Credit Card,4.0
ORD-2542,Oct,Lahore,Wapda Town,Yum! Lahore,Pizza,BBQ Pizza,1,915,0.15,49,915,827,503,324,Dinner,Delivered,Debit Card,5.0
ORD-2543,Oct,Lahore,Wapda Town,Spice Bazaar,Biryani,Mutton Biryani,2,376,0.0,99,752,851,414,437,Late Night,Delivered,EasyPaisa,4.0
ORD-2544,Oct,Lahore,Iqbal Town,Yum! Lahore,Biryani,Mutton Biryani,1,445,0.2,99,445,455,245,210,Dinner,Delivered,Debit Card,3.5
ORD-2545,Oct,Lahore,DHA,Butt Karahi,Broast,3 Pcs Broast,1,597,0.2,49,597,527,328,199,Late Night,Delivered,Credit Card,3.0
ORD-2546,Oct,Lahore,Clifton,Lahori Chargha,Dessert,Gulab Jamun,1,227,0.1,0,227,204,125,79,Late Night,Delivered,Debit Card,5.0
ORD-2547,Oct,Lahore,Johar Town,Andaaz,Nihari,Mutton Nihari,3,371,0.0,49,1113,1162,612,550,Lunch,Delivered,Credit Card,5.0
ORD-2548,Oct,Lahore,Gulberg,Charcoal Grill,Biryani,Prawn Biryani,2,305,0.0,0,610,610,336,274,Lunch,Delivered,EasyPaisa,4.5
ORD-2549,Oct,Lahore,Johar Town,Spice Bazaar,Karahi,Chicken Karahi,4,884,0.2,0,3536,2829,1945,884,Lunch,Delivered,EasyPaisa,4.0
ORD-2550,Oct,Lahore,Garden Town,Pak Tea House,Biryani,Mutton Biryani,5,360,0.0,79,1800,1879,990,889,Breakfast,Delivered,EasyPaisa,5.0
ORD-2551,Oct,Lahore,Johar Town,Lahori Chargha,Shawarma,Beef Shawarma,5,268,0.1,99,1340,1305,737,568,Lunch,Delivered,Cash on Delivery,5.0
ORD-2552,Oct,Lahore,Johar Town,Hussain Chowk Paye,Biryani,Beef Biryani,1,311,0.0,99,311,410,171,239,Dinner,Delivered,JazzCash,3.5
ORD-2553,Oct,Lahore,Model Town,Butt Karahi,Broast,3 Pcs Broast,5,587,0.15,79,2935,2574,1614,960,Breakfast,Delivered,JazzCash,4.5
ORD-2554,Oct,Lahore,Bahria Town,Charcoal Grill,Shawarma,Spicy Shawarma,4,242,0.15,79,968,902,532,370,Dinner,Delivered,Cash on Delivery,3.5
ORD-2555,Oct,Lahore,Johar Town,Spice Bazaar,Karahi,Mutton Karahi,4,1049,0.1,49,4196,3825,2308,1517,Dinner,Delivered,Cash on Delivery,5.0
ORD-2556,Oct,Lahore,Bahria Town,Spice Bazaar,Burger,Double Patty Burger,1,476,0.1,79,476,507,262,245,Dinner,Delivered,JazzCash,3.5
ORD-2557,Oct,Lahore,DHA,Hussain Chowk Paye,Biryani,Chicken Biryani,3,450,0.0,49,1350,1399,743,656,Lunch,Cancelled,Credit Card,
ORD-2558,Oct,Lahore,Johar Town,Hussain Chowk Paye,Dessert,Zarda,3,196,0.1,0,588,529,323,206,Dinner,Delivered,JazzCash,4.0
ORD-2559,Oct,Lahore,Wapda Town,Andaaz,Biryani,Chicken Biryani,3,426,0.0,99,1278,1377,703,674,Lunch,Delivered,Debit Card,5.0
ORD-2560,Oct,Lahore,DHA,Yum! Lahore,Broast,3 Pcs Broast,3,730,0.2,79,2190,1831,1204,627,Dinner,Delivered,Debit Card,3.5
ORD-2561,Oct,Lahore,Cantt,Butt Karahi,Karahi,Mutton Karahi,2,1088,0.2,0,2176,1741,1197,544,Breakfast,Delivered,EasyPaisa,4.0
ORD-2562,Oct,Lahore,Model Town,Salt'n Pepper,Shawarma,Mayo Shawarma,2,305,0.2,0,610,488,336,152,Breakfast,Delivered,EasyPaisa,4.0
ORD-2563,Oct,Lahore,DHA,Pak Tea House,BBQ,Mix BBQ Platter,3,1067,0.1,0,3201,2881,1761,1120,Late Night,Delivered,JazzCash,3.5
ORD-2564,Oct,Lahore,Cantt,Waris Nihari,Shawarma,Spicy Shawarma,1,314,0.0,99,314,413,173,240,Late Night,Cancelled,JazzCash,
ORD-2565,Oct,Lahore,Cantt,McDonald's Gulberg,Biryani,Mutton Biryani,4,342,0.0,49,1368,1417,752,665,Late Night,Cancelled,Credit Card,
ORD-2566,Oct,Lahore,Gulberg,Cuckoo's Den,BBQ,Mix BBQ Platter,4,1065,0.1,49,4260,3883,2343,1540,Late Night,Delivered,Cash on Delivery,4.0
ORD-2567,Oct,Lahore,DHA,Pak Tea House,Desi,Daal Makhni,3,417,0.1,49,1251,1175,688,487,Dinner,Cancelled,JazzCash,
ORD-2568,Oct,Lahore,Wapda Town,Yum! Lahore,Dessert,Gulab Jamun,1,246,0.2,49,246,246,135,111,Breakfast,Delivered,EasyPaisa,4.0
ORD-2569,Oct,Lahore,Bahria Town,Yum! Lahore,Desi,Saag Gosht,3,309,0.0,79,927,1006,510,496,Lunch,Cancelled,Credit Card,
ORD-2570,Oct,Lahore,Cantt,Cafe Aylanto,Pizza,Fajita Pizza,5,1037,0.1,99,5185,4766,2852,1914,Lunch,Delivered,EasyPaisa,4.0
ORD-2571,Oct,Lahore,Wapda Town,Waris Nihari,Desi,Aloo Gosht,1,384,0.15,0,384,326,211,115,Dinner,Cancelled,Cash on Delivery,
ORD-2572,Oct,Lahore,Clifton,Waris Nihari,Nihari,Beef Nihari,3,470,0.15,99,1410,1298,776,522,Late Night,Delivered,Debit Card,3.5
ORD-2573,Oct,Lahore,Bahria Town,Waris Nihari,Shawarma,Mayo Shawarma,3,321,0.0,0,963,963,530,433,Dinner,Delivered,Debit Card,4.5
ORD-2574,Oct,Lahore,Garden Town,Yum! Lahore,BBQ,Boti Kabab,4,1493,0.0,99,5972,6071,3285,2786,Dinner,Delivered,JazzCash,4.0
ORD-2575,Oct,Lahore,Wapda Town,Cafe Aylanto,Shawarma,Beef Shawarma,4,362,0.2,0,1448,1158,796,362,Breakfast,Delivered,Credit Card,4.0
ORD-2576,Oct,Lahore,Model Town,Spice Bazaar,Broast,Broast Deal,2,534,0.2,99,1068,953,587,366,Breakfast,Delivered,Credit Card,5.0
ORD-2577,Oct,Lahore,Johar Town,Cafe Aylanto,Nihari,Special Nihari,1,399,0.1,99,399,458,219,239,Lunch,Delivered,Debit Card,3.5
ORD-2578,Oct,Lahore,Wapda Town,Pak Tea House,Burger,Zinger Burger,3,528,0.2,99,1584,1366,871,495,Late Night,Delivered,Debit Card,3.0
ORD-2579,Oct,Lahore,Cantt,Spice Bazaar,Broast,Half Broast,2,779,0.0,99,1558,1657,857,800,Late Night,Delivered,EasyPaisa,4.5
ORD-2580,Oct,Lahore,Johar Town,Spice Bazaar,Nihari,Special Nihari,4,418,0.1,49,1672,1554,920,634,Lunch,Delivered,Debit Card,4.5
ORD-2581,Oct,Lahore,Wapda Town,Charcoal Grill,Karahi,Beef Karahi,3,989,0.0,99,2967,3066,1632,1434,Breakfast,Delivered,JazzCash,4.5
ORD-2582,Oct,Lahore,Iqbal Town,Cafe Aylanto,Pizza,Chicken Tikka Pizza,2,699,0.0,49,1398,1447,769,678,Dinner,Delivered,Cash on Delivery,3.5
ORD-2583,Oct,Lahore,Garden Town,Haveli Restaurant,Karahi,Chicken Karahi,1,917,0.2,0,917,734,504,230,Breakfast,Delivered,Credit Card,5.0
ORD-2584,Oct,Lahore,Bahria Town,Salt'n Pepper,Desi,Aloo Gosht,1,383,0.0,79,383,462,211,251,Dinner,Delivered,Cash on Delivery,4.0
ORD-2585,Oct,Lahore,Bahria Town,Hussain Chowk Paye,Pizza,Fajita Pizza,4,689,0.15,79,2756,2422,1516,906,Breakfast,Delivered,Cash on Delivery,3.5
ORD-2586,Oct,Lahore,DHA,Salt'n Pepper,Karahi,White Karahi,1,1125,0.2,0,1125,900,619,281,Breakfast,Delivered,Credit Card,4.0
ORD-2587,Oct,Lahore,Wapda Town,Cuckoo's Den,Burger,Zinger Burger,1,564,0.2,99,564,550,310,240,Breakfast,Delivered,Credit Card,4.5
ORD-2588,Oct,Lahore,Bahria Town,Bundu Khan Lahore,Burger,Crispy Burger,2,483,0.0,99,966,1065,531,534,Lunch,Delivered,Debit Card,4.0
ORD-2589,Oct,Lahore,Cantt,Cuckoo's Den,Broast,Full Broast,2,530,0.15,99,1060,1000,583,417,Dinner,Cancelled,Cash on Delivery,
ORD-2590,Oct,Lahore,Iqbal Town,Salt'n Pepper,Desi,Aloo Gosht,1,423,0.0,79,423,502,233,269,Lunch,Delivered,Credit Card,4.0
ORD-2591,Oct,Lahore,Cantt,Salt'n Pepper,Burger,Double Patty Burger,4,527,0.1,99,2108,1996,1159,837,Breakfast,Delivered,JazzCash,3.5
ORD-2592,Oct,Lahore,Garden Town,Butt Karahi,BBQ,Mix BBQ Platter,1,1236,0.1,79,1236,1191,680,511,Dinner,Delivered,EasyPaisa,3.0
ORD-2593,Oct,Lahore,Model Town,Hussain Chowk Paye,BBQ,Mix BBQ Platter,2,1400,0.2,79,2800,2319,1540,779,Dinner,Delivered,Debit Card,3.0
ORD-2594,Oct,Lahore,DHA,Yum! Lahore,Pizza,BBQ Pizza,2,912,0.0,0,1824,1824,1003,821,Late Night,Delivered,EasyPaisa,4.0
ORD-2595,Oct,Lahore,Model Town,Spice Bazaar,Broast,Full Broast,4,546,0.0,0,2184,2184,1201,983,Dinner,Cancelled,Cash on Delivery,
ORD-2596,Oct,Lahore,Iqbal Town,Butt Karahi,Desi,Daal Makhni,4,327,0.0,79,1308,1387,719,668,Breakfast,Delivered,EasyPaisa,4.0
ORD-2597,Oct,Lahore,Clifton,Bundu Khan Lahore,Burger,Zinger Burger,2,547,0.0,49,1094,1143,602,541,Lunch,Delivered,Cash on Delivery,4.5
ORD-2598,Oct,Lahore,Gulberg,Butt Karahi,Biryani,Chicken Biryani,2,418,0.2,79,836,748,460,288,Dinner,Delivered,Debit Card,3.0
ORD-2599,Oct,Lahore,DHA,Pak Tea House,BBQ,Seekh Kabab,1,1101,0.0,99,1101,1200,606,594,Lunch,Cancelled,Debit Card,
ORD-2600,Oct,Lahore,Gulberg,Yum! Lahore,Biryani,Prawn Biryani,2,383,0.0,49,766,815,421,394,Breakfast,Delivered,Credit Card,3.5
ORD-2601,Oct,Lahore,DHA,Waris Nihari,Pizza,Chicken Tikka Pizza,2,735,0.2,49,1470,1225,809,416,Breakfast,Delivered,Cash on Delivery,4.0
ORD-2602,Oct,Lahore,Bahria Town,Charcoal Grill,Burger,Smash Burger,3,448,0.0,79,1344,1423,739,684,Late Night,Cancelled,JazzCash,
ORD-2603,Oct,Lahore,Wapda Town,Salt'n Pepper,Biryani,Prawn Biryani,5,336,0.2,79,1680,1423,924,499,Late Night,Delivered,Credit Card,5.0
ORD-2604,Oct,Lahore,Garden Town,Butt Karahi,BBQ,Chicken Tikka,4,1333,0.15,0,5332,4532,2933,1599,Breakfast,Delivered,Cash on Delivery,3.5
ORD-2605,Oct,Lahore,DHA,Salt'n Pepper,Burger,Crispy Burger,2,507,0.15,49,1014,911,558,353,Dinner,Delivered,EasyPaisa,4.0
ORD-2606,Oct,Lahore,Iqbal Town,Hussain Chowk Paye,Biryani,Beef Biryani,2,438,0.0,0,876,876,482,394,Lunch,Cancelled,JazzCash,
ORD-2607,Oct,Lahore,Johar Town,Waris Nihari,Pizza,Pepperoni Pizza,5,775,0.2,79,3875,3179,2131,1048,Lunch,Cancelled,Debit Card,
ORD-2608,Oct,Lahore,Model Town,Bundu Khan Lahore,Dessert,Zarda,1,212,0.0,79,212,291,117,174,Dinner,Cancelled,Debit Card,
ORD-2609,Oct,Lahore,Cantt,Pak Tea House,Dessert,Kheer,5,219,0.2,49,1095,925,602,323,Breakfast,Cancelled,Cash on Delivery,
ORD-2610,Oct,Lahore,Johar Town,Cafe Aylanto,Burger,Zinger Burger,4,420,0.0,0,1680,1680,924,756,Lunch,Delivered,JazzCash,3.5
ORD-2611,Oct,Lahore,Garden Town,Cuckoo's Den,Nihari,Mutton Nihari,5,427,0.15,0,2135,1815,1174,641,Lunch,Delivered,Cash on Delivery,4.5
ORD-2612,Oct,Lahore,Bahria Town,McDonald's Gulberg,Burger,Zinger Burger,2,402,0.0,99,804,903,442,461,Breakfast,Delivered,Cash on Delivery,4.0
ORD-2613,Oct,Lahore,Model Town,Waris Nihari,Burger,Crispy Burger,4,408,0.15,49,1632,1436,898,538,Dinner,Cancelled,Debit Card,
ORD-2614,Oct,Lahore,Iqbal Town,Lahori Chargha,Broast,Half Broast,4,574,0.2,99,2296,1936,1263,673,Breakfast,Delivered,Cash on Delivery,4.5
ORD-2615,Oct,Lahore,Gulberg,Lahori Chargha,Desi,Haleem,5,335,0.2,79,1675,1419,921,498,Lunch,Delivered,Credit Card,3.5
ORD-2616,Oct,Lahore,Wapda Town,Haveli Restaurant,Nihari,Nalli Nihari,4,373,0.2,79,1492,1273,821,452,Dinner,Delivered,EasyPaisa,3.5
ORD-2617,Oct,Lahore,Model Town,Charcoal Grill,Biryani,Prawn Biryani,2,306,0.0,0,612,612,337,275,Dinner,Cancelled,Credit Card,
ORD-2618,Oct,Lahore,DHA,Charcoal Grill,Desi,Haleem,3,326,0.1,0,978,880,538,342,Breakfast,Delivered,Debit Card,4.0
ORD-2619,Oct,Lahore,Gulberg,Charcoal Grill,Nihari,Special Nihari,2,385,0.2,79,770,695,424,271,Lunch,Delivered,JazzCash,4.0
ORD-2620,Oct,Lahore,DHA,Spice Bazaar,Biryani,Mutton Biryani,4,331,0.0,79,1324,1403,728,675,Breakfast,Delivered,Debit Card,4.0
ORD-2621,Oct,Lahore,Gulberg,Yum! Lahore,Dessert,Kheer,5,239,0.2,0,1195,956,657,299,Lunch,Delivered,JazzCash,3.5
ORD-2622,Oct,Lahore,DHA,Charcoal Grill,Karahi,Mutton Karahi,3,1091,0.2,49,3273,2667,1800,867,Dinner,Cancelled,Credit Card,
ORD-2623,Oct,Lahore,Model Town,McDonald's Gulberg,Pizza,Chicken Tikka Pizza,1,967,0.15,0,967,822,532,290,Dinner,Cancelled,JazzCash,
ORD-2624,Oct,Lahore,Bahria Town,Hussain Chowk Paye,Biryani,Beef Biryani,3,370,0.2,49,1110,937,610,327,Late Night,Delivered,Credit Card,3.5
ORD-2625,Oct,Lahore,Garden Town,Cafe Aylanto,Broast,Half Broast,2,601,0.0,0,1202,1202,661,541,Breakfast,Delivered,Credit Card,3.0
ORD-2626,Oct,Lahore,DHA,Haveli Restaurant,Biryani,Chicken Biryani,5,307,0.0,79,1535,1614,844,770,Dinner,Delivered,Debit Card,4.5
ORD-2627,Oct,Lahore,Wapda Town,McDonald's Gulberg,Nihari,Special Nihari,3,500,0.1,0,1500,1350,825,525,Breakfast,Delivered,EasyPaisa,4.0
ORD-2628,Oct,Lahore,Wapda Town,Cafe Aylanto,Broast,Half Broast,3,585,0.1,0,1755,1580,965,615,Late Night,Delivered,Cash on Delivery,4.5
ORD-2629,Oct,Lahore,DHA,Butt Karahi,BBQ,Boti Kabab,2,1548,0.0,0,3096,3096,1703,1393,Breakfast,Delivered,JazzCash,4.0
ORD-2630,Oct,Lahore,Cantt,Bundu Khan Lahore,BBQ,Chicken Tikka,2,1214,0.1,99,2428,2284,1335,949,Late Night,Cancelled,Cash on Delivery,
ORD-2631,Oct,Lahore,Model Town,Butt Karahi,Nihari,Mutton Nihari,4,387,0.1,0,1548,1393,851,542,Late Night,Cancelled,JazzCash,
ORD-2632,Oct,Lahore,Iqbal Town,Salt'n Pepper,Broast,Broast Deal,1,717,0.0,79,717,796,394,402,Late Night,Delivered,Cash on Delivery,4.0
ORD-2633,Oct,Lahore,Garden Town,Haveli Restaurant,Karahi,White Karahi,4,1021,0.15,99,4084,3570,2246,1324,Lunch,Delivered,Cash on Delivery,4.0
ORD-2634,Oct,Lahore,DHA,Cuckoo's Den,Pizza,Pepperoni Pizza,3,747,0.0,49,2241,2290,1233,1057,Dinner,Cancelled,Cash on Delivery,
ORD-2635,Oct,Lahore,Cantt,Butt Karahi,Shawarma,Mayo Shawarma,2,295,0.0,79,590,669,324,345,Breakfast,Cancelled,EasyPaisa,
ORD-2636,Oct,Lahore,Cantt,Bundu Khan Lahore,Pizza,Chicken Tikka Pizza,1,819,0.2,99,819,754,450,304,Breakfast,Delivered,Debit Card,4.5
ORD-2637,Oct,Lahore,Wapda Town,Cafe Aylanto,Broast,Half Broast,3,563,0.15,99,1689,1535,929,606,Breakfast,Delivered,Credit Card,4.0
ORD-2638,Oct,Lahore,Johar Town,Bundu Khan Lahore,Pizza,Pepperoni Pizza,4,839,0.15,0,3356,2853,1846,1007,Dinner,Cancelled,JazzCash,
ORD-2639,Oct,Lahore,Clifton,Waris Nihari,Broast,Broast Deal,5,733,0.2,49,3665,2981,2016,965,Dinner,Delivered,Credit Card,4.0
ORD-2640,Oct,Lahore,Model Town,Butt Karahi,Biryani,Beef Biryani,1,440,0.0,0,440,440,242,198,Breakfast,Delivered,EasyPaisa,3.0
ORD-2641,Oct,Lahore,Bahria Town,Spice Bazaar,Biryani,Prawn Biryani,3,412,0.1,0,1236,1112,680,432,Late Night,Delivered,Credit Card,4.0
ORD-2642,Oct,Lahore,Model Town,Butt Karahi,BBQ,Chicken Tikka,3,1385,0.0,79,4155,4234,2285,1949,Dinner,Delivered,Cash on Delivery,4.5
ORD-2643,Oct,Lahore,Johar Town,Yum! Lahore,Broast,Half Broast,3,597,0.1,49,1791,1661,985,676,Lunch,Delivered,Debit Card,4.5
ORD-2644,Oct,Lahore,Johar Town,Cuckoo's Den,Burger,Zinger Burger,2,495,0.1,0,990,891,544,347,Late Night,Cancelled,Cash on Delivery,
ORD-2645,Oct,Lahore,Iqbal Town,Hussain Chowk Paye,Pizza,BBQ Pizza,5,994,0.0,49,4970,5019,2734,2285,Late Night,Delivered,JazzCash,4.0
ORD-2646,Oct,Lahore,Model Town,Haveli Restaurant,Karahi,Mutton Karahi,5,891,0.15,0,4455,3787,2450,1337,Breakfast,Delivered,JazzCash,4.0
ORD-2647,Oct,Lahore,Model Town,Pak Tea House,Nihari,Nalli Nihari,1,494,0.0,99,494,593,272,321,Breakfast,Delivered,Cash on Delivery,3.0
ORD-2648,Oct,Lahore,Johar Town,Pak Tea House,Biryani,Chicken Biryani,5,310,0.0,79,1550,1629,853,776,Breakfast,Delivered,EasyPaisa,5.0
ORD-2649,Oct,Lahore,Garden Town,Charcoal Grill,Pizza,Pepperoni Pizza,3,873,0.0,49,2619,2668,1440,1228,Late Night,Delivered,EasyPaisa,4.0
ORD-2650,Oct,Lahore,Clifton,Charcoal Grill,Biryani,Mutton Biryani,3,378,0.2,49,1134,956,624,332,Breakfast,Delivered,Credit Card,4.0
ORD-2651,Oct,Lahore,DHA,Salt'n Pepper,Desi,Saag Gosht,1,362,0.1,0,362,326,199,127,Dinner,Delivered,Credit Card,4.5
ORD-2652,Oct,Lahore,Model Town,Butt Karahi,Biryani,Chicken Biryani,3,432,0.15,79,1296,1181,713,468,Dinner,Delivered,JazzCash,3.5
ORD-2653,Oct,Lahore,Wapda Town,Pak Tea House,Shawarma,Spicy Shawarma,2,285,0.2,79,570,535,314,221,Dinner,Delivered,Debit Card,3.5
ORD-2654,Oct,Lahore,Gulberg,Spice Bazaar,Desi,Haleem,4,454,0.15,49,1816,1593,999,594,Breakfast,Delivered,Debit Card,4.5
ORD-2655,Oct,Lahore,Garden Town,Salt'n Pepper,Pizza,Pepperoni Pizza,4,786,0.15,79,3144,2751,1729,1022,Breakfast,Delivered,Cash on Delivery,5.0
ORD-2656,Oct,Lahore,DHA,Cafe Aylanto,Shawarma,Spicy Shawarma,4,336,0.0,79,1344,1423,739,684,Breakfast,Delivered,EasyPaisa,3.0
ORD-2657,Oct,Lahore,Garden Town,McDonald's Gulberg,Pizza,Fajita Pizza,2,705,0.0,79,1410,1489,776,713,Breakfast,Delivered,Credit Card,5.0
ORD-2658,Oct,Lahore,Garden Town,Haveli Restaurant,Broast,Broast Deal,1,767,0.2,79,767,693,422,271,Breakfast,Delivered,Debit Card,4.5
ORD-2659,Nov,Lahore,Johar Town,McDonald's Gulberg,Karahi,Mutton Karahi,3,1086,0.15,79,3258,2848,1792,1056,Lunch,Delivered,JazzCash,3.5
ORD-2660,Nov,Lahore,Cantt,Charcoal Grill,Dessert,Gulab Jamun,2,171,0.0,79,342,421,188,233,Lunch,Delivered,JazzCash,4.5
ORD-2661,Nov,Lahore,Clifton,Hussain Chowk Paye,BBQ,Seekh Kabab,5,1388,0.0,49,6940,6989,3817,3172,Lunch,Cancelled,Cash on Delivery,
ORD-2662,Nov,Lahore,Gulberg,Pak Tea House,Pizza,Pepperoni Pizza,2,1032,0.15,0,2064,1754,1135,619,Breakfast,Delivered,Cash on Delivery,4.0
ORD-2663,Nov,Lahore,Cantt,Butt Karahi,Nihari,Special Nihari,4,433,0.0,0,1732,1732,953,779,Lunch,Delivered,EasyPaisa,4.5
ORD-2664,Nov,Lahore,Clifton,Cuckoo's Den,Pizza,Chicken Tikka Pizza,3,705,0.1,0,2115,1904,1163,741,Dinner,Delivered,JazzCash,3.5
ORD-2665,Nov,Lahore,Clifton,Hussain Chowk Paye,Karahi,Chicken Karahi,3,1060,0.2,0,3180,2544,1749,795,Late Night,Delivered,Credit Card,5.0
ORD-2666,Nov,Lahore,Bahria Town,Haveli Restaurant,Nihari,Mutton Nihari,2,456,0.1,79,912,900,502,398,Dinner,Delivered,EasyPaisa,4.5
ORD-2667,Nov,Lahore,Bahria Town,Cafe Aylanto,Karahi,Beef Karahi,1,766,0.2,79,766,692,421,271,Dinner,Delivered,EasyPaisa,4.0
ORD-2668,Nov,Lahore,Garden Town,Pak Tea House,Burger,Zinger Burger,5,415,0.15,0,2075,1764,1141,623,Lunch,Delivered,Cash on Delivery,5.0
ORD-2669,Nov,Lahore,Bahria Town,Pak Tea House,Biryani,Prawn Biryani,4,417,0.2,79,1668,1413,917,496,Lunch,Delivered,Debit Card,5.0
ORD-2670,Nov,Lahore,Garden Town,Cafe Aylanto,Dessert,Zarda,5,178,0.1,0,890,801,490,311,Lunch,Delivered,EasyPaisa,3.0
ORD-2671,Nov,Lahore,Cantt,Butt Karahi,Desi,Haleem,3,389,0.0,0,1167,1167,642,525,Breakfast,Delivered,Cash on Delivery,3.5
ORD-2672,Nov,Lahore,Model Town,Charcoal Grill,Shawarma,Spicy Shawarma,5,303,0.2,79,1515,1291,833,458,Late Night,Delivered,JazzCash,4.0
ORD-2673,Nov,Lahore,DHA,Cafe Aylanto,Desi,Aloo Gosht,2,385,0.0,79,770,849,424,425,Dinner,Delivered,JazzCash,4.5
ORD-2674,Nov,Lahore,Garden Town,Cuckoo's Den,BBQ,Chicken Tikka,2,1323,0.0,0,2646,2646,1455,1191,Late Night,Cancelled,Credit Card,
ORD-2675,Nov,Lahore,Model Town,Waris Nihari,BBQ,Mix BBQ Platter,3,1041,0.1,49,3123,2860,1718,1142,Lunch,Delivered,Credit Card,5.0
ORD-2676,Nov,Lahore,Johar Town,Charcoal Grill,Nihari,Special Nihari,1,392,0.1,49,392,402,216,186,Late Night,Delivered,Cash on Delivery,5.0
ORD-2677,Nov,Lahore,Wapda Town,Pak Tea House,Pizza,Fajita Pizza,2,850,0.1,99,1700,1629,935,694,Lunch,Cancelled,Debit Card,
ORD-2678,Nov,Lahore,Clifton,Pak Tea House,Pizza,Chicken Tikka Pizza,1,716,0.2,79,716,652,394,258,Dinner,Delivered,Credit Card,3.0
ORD-2679,Nov,Lahore,Cantt,Hussain Chowk Paye,Burger,Crispy Burger,3,507,0.15,49,1521,1342,837,505,Late Night,Cancelled,Debit Card,
ORD-2680,Nov,Lahore,Bahria Town,Haveli Restaurant,Shawarma,Chicken Shawarma,5,334,0.0,0,1670,1670,919,751,Breakfast,Delivered,EasyPaisa,5.0
ORD-2681,Nov,Lahore,Iqbal Town,Haveli Restaurant,Burger,Crispy Burger,2,478,0.0,79,956,1035,526,509,Lunch,Delivered,Credit Card,4.5
ORD-2682,Nov,Lahore,Bahria Town,Waris Nihari,Dessert,Zarda,1,253,0.0,49,253,302,139,163,Breakfast,Delivered,EasyPaisa,3.5
ORD-2683,Nov,Lahore,Clifton,Cafe Aylanto,Burger,Zinger Burger,5,490,0.0,99,2450,2549,1348,1201,Late Night,Delivered,JazzCash,4.5
ORD-2684,Nov,Lahore,Clifton,Yum! Lahore,BBQ,Boti Kabab,2,1281,0.0,99,2562,2661,1409,1252,Late Night,Cancelled,Debit Card,
ORD-2685,Nov,Lahore,Cantt,Bundu Khan Lahore,Broast,Broast Deal,4,733,0.1,0,2932,2639,1613,1026,Breakfast,Delivered,Credit Card,4.0
ORD-2686,Nov,Lahore,Iqbal Town,Butt Karahi,Pizza,BBQ Pizza,3,907,0.1,79,2721,2528,1497,1031,Lunch,Delivered,Debit Card,3.0
ORD-2687,Nov,Lahore,Johar Town,Cuckoo's Den,Broast,Full Broast,5,623,0.2,79,3115,2571,1713,858,Breakfast,Cancelled,Cash on Delivery,
ORD-2688,Nov,Lahore,Clifton,Salt'n Pepper,Dessert,Ras Malai,3,259,0.15,79,777,739,427,312,Late Night,Cancelled,Credit Card,
ORD-2689,Nov,Lahore,Bahria Town,Hussain Chowk Paye,Burger,Smash Burger,4,540,0.1,99,2160,2043,1188,855,Breakfast,Delivered,JazzCash,5.0
ORD-2690,Nov,Lahore,Johar Town,Charcoal Grill,Biryani,Chicken Biryani,4,396,0.0,0,1584,1584,871,713,Lunch,Delivered,Credit Card,3.5
ORD-2691,Nov,Lahore,Cantt,Hussain Chowk Paye,Biryani,Mutton Biryani,4,445,0.1,99,1780,1701,979,722,Breakfast,Delivered,JazzCash,5.0
ORD-2692,Nov,Lahore,Cantt,Yum! Lahore,Desi,Haleem,2,388,0.0,99,776,875,427,448,Breakfast,Cancelled,EasyPaisa,
ORD-2693,Nov,Lahore,Gulberg,Cuckoo's Den,Burger,Double Patty Burger,4,569,0.0,0,2276,2276,1252,1024,Dinner,Delivered,Cash on Delivery,5.0
ORD-2694,Nov,Lahore,Iqbal Town,Butt Karahi,Nihari,Nalli Nihari,2,359,0.15,49,718,659,395,264,Late Night,Cancelled,EasyPaisa,
